policy_id,customer_age,region_code,region_density
POL011700,39,C8,8794
POL020703,62,C8,8794
POL024814,43,C5,34738
POL001128,54,C4,21622
POL043181,35,C15,290
POL017070,53,C14,7788
POL058147,47,C8,8794
POL035106,53,C2,27003
POL014392,49,C12,34791
POL033054,52,C5,34738
POL055258,37,C8,8794
POL035856,57,C8,8794
POL018419,50,C8,8794
POL027174,52,C5,34738
POL056481,40,C5,34738
POL026379,41,C3,4076
POL045735,57,C4,21622
POL021786,54,C8,8794
POL000993,43,C10,73430
POL011650,36,C5,34738
POL053144,35,C5,34738
POL020363,45,C2,27003
POL012230,40,C3,4076
POL036361,42,C2,27003
POL010890,40,C8,8794
POL037697,36,C9,17804
POL043247,42,C8,8794
POL028135,44,C14,7788
POL045177,51,C18,35036
POL046234,49,C3,4076
POL012170,51,C10,73430
POL044806,40,C8,8794
POL019783,39,C5,34738
POL007852,40,C8,8794
POL021693,36,C8,8794
POL000822,37,C8,8794
POL041192,39,C13,5410
POL006216,49,C6,13051
POL017741,41,C5,34738
POL030915,49,C10,73430
POL040898,35,C2,27003
POL026036,36,C15,290
POL028749,45,C2,27003
POL051812,42,C8,8794
POL050811,49,C13,5410
POL016011,46,C5,34738
POL038824,41,C3,4076
POL037552,35,C22,16733
POL046584,48,C17,65567
POL037349,44,C5,34738
POL052135,37,C5,34738
POL029461,54,C8,8794
POL038009,47,C8,8794
POL035116,48,C8,8794
POL045073,36,C7,6112
POL005036,48,C2,27003
POL028383,40,C10,73430
POL049191,39,C5,34738
POL042527,44,C8,8794
POL011535,60,C2,27003
POL025550,42,C5,34738
POL056730,38,C13,5410
POL003474,47,C5,34738
POL018132,61,C3,4076
POL030988,37,C5,34738
POL038460,47,C14,7788
POL046328,50,C3,4076
POL012551,50,C7,6112
POL050157,42,C8,8794
POL028653,50,C12,34791
POL013011,39,C10,73430
POL054932,38,C10,73430
POL001362,40,C5,34738
POL003941,52,C15,290
POL036617,49,C2,27003
POL009909,43,C8,8794
POL017991,48,C11,6108
POL019517,53,C2,27003
POL030609,45,C14,7788
POL043335,52,C8,8794
POL027236,48,C5,34738
POL023386,44,C20,20905
POL020902,45,C7,6112
POL019545,39,C14,7788
POL027467,39,C8,8794
POL038401,53,C8,8794
POL031118,41,C2,27003
POL048485,40,C13,5410
POL051285,57,C14,7788
POL036347,46,C2,27003
POL032192,47,C8,8794
POL057925,52,C10,73430
POL030615,38,C8,8794
POL037220,41,C16,16206
POL006291,48,C10,73430
POL005241,38,C13,5410
POL047596,45,C3,4076
POL039240,38,C3,4076
POL005014,43,C14,7788
POL052264,37,C2,27003
POL012303,61,C9,17804
POL042002,40,C10,73430
POL029028,36,C3,4076
POL044136,51,C21,3264
POL026528,38,C9,17804
POL028219,37,C14,7788
POL034295,39,C2,27003
POL001004,53,C5,34738
POL023685,40,C8,8794
POL030544,40,C10,73430
POL043435,47,C3,4076
POL057557,53,C8,8794
POL030050,39,C8,8794
POL019080,47,C12,34791
POL042743,41,C10,73430
POL023145,53,C8,8794
POL006278,46,C3,4076
POL047972,39,C5,34738
POL017139,48,C12,34791
POL041759,50,C2,27003
POL050343,68,C3,4076
POL012659,54,C10,73430
POL005103,47,C8,8794
POL020683,39,C8,8794
POL013553,48,C7,6112
POL011637,43,C3,4076
POL056551,47,C2,27003
POL054867,44,C3,4076
POL022405,51,C2,27003
POL056921,43,C13,5410
POL014984,36,C13,5410
POL045595,52,C7,6112
POL044750,46,C13,5410
POL045282,42,C8,8794
POL010269,41,C9,17804
POL006004,56,C5,34738
POL000789,56,C1,4990
POL010459,37,C7,6112
POL017042,36,C3,4076
POL022532,42,C3,4076
POL028040,62,C12,34791
POL020299,41,C14,7788
POL025586,62,C8,8794
POL029068,47,C3,4076
POL037937,45,C8,8794
POL001439,35,C8,8794
POL030875,45,C10,73430
POL025874,58,C8,8794
POL049694,54,C8,8794
POL035622,43,C10,73430
POL039884,47,C3,4076
POL019775,49,C5,34738
POL037960,49,C8,8794
POL035449,35,C14,7788
POL027024,44,C6,13051
POL037941,39,C8,8794
POL044792,37,C8,8794
POL018534,39,C13,5410
POL049082,47,C21,3264
POL012400,57,C13,5410
POL036143,40,C2,27003
POL047007,47,C2,27003
POL049537,46,C5,34738
POL012126,45,C10,73430
POL058370,50,C10,73430
POL012528,44,C13,5410
POL016007,37,C8,8794
POL012980,61,C8,8794
POL036173,56,C9,17804
POL015565,41,C2,27003
POL023993,47,C5,34738
POL004444,39,C2,27003
POL001904,39,C3,4076
POL023716,54,C3,4076
POL041539,36,C5,34738
POL008997,42,C14,7788
POL056567,52,C5,34738
POL035009,35,C1,4990
POL048305,40,C8,8794
POL019887,39,C12,34791
POL053700,43,C8,8794
POL047722,40,C2,27003
POL048891,60,C8,8794
POL046453,39,C8,8794
POL010846,44,C11,6108
POL021106,40,C11,6108
POL001179,53,C5,34738
POL020351,35,C3,4076
POL048567,50,C8,8794
POL058100,49,C8,8794
POL052513,47,C5,34738
POL002030,57,C6,13051
POL055264,42,C3,4076
POL033635,39,C5,34738
POL036843,41,C9,17804
POL032268,35,C15,290
POL032950,40,C2,27003
POL050183,38,C8,8794
POL050012,41,C13,5410
POL000326,37,C3,4076
POL017879,50,C8,8794
POL054436,49,C5,34738
POL057558,47,C11,6108
POL002469,48,C3,4076
POL028151,47,C8,8794
POL050549,48,C2,27003
POL011380,39,C8,8794
POL038347,51,C8,8794
POL049445,38,C5,34738
POL034183,54,C1,4990
POL043753,50,C9,17804
POL008066,39,C10,73430
POL010801,41,C8,8794
POL023226,43,C10,73430
POL048511,52,C13,5410
POL016236,40,C2,27003
POL030017,40,C5,34738
POL031094,37,C5,34738
POL037465,38,C8,8794
POL010047,54,C8,8794
POL045022,57,C12,34791
POL002321,49,C14,7788
POL009999,36,C13,5410
POL026586,43,C20,20905
POL026231,35,C8,8794
POL007314,40,C8,8794
POL038018,58,C8,8794
POL044571,44,C13,5410
POL055976,47,C8,8794
POL048747,44,C8,8794
POL007126,50,C5,34738
POL033621,51,C8,8794
POL003326,58,C5,34738
POL053179,52,C2,27003
POL025746,46,C10,73430
POL016451,41,C13,5410
POL050451,47,C5,34738
POL039457,42,C3,4076
POL043352,35,C8,8794
POL041141,51,C14,7788
POL053445,43,C8,8794
POL022966,52,C11,6108
POL039354,50,C3,4076
POL026754,38,C8,8794
POL019992,45,C8,8794
POL046016,53,C9,17804
POL047829,36,C3,4076
POL025893,37,C8,8794
POL037847,50,C8,8794
POL001618,39,C3,4076
POL050975,44,C3,4076
POL045381,49,C8,8794
POL034644,48,C2,27003
POL028949,51,C6,13051
POL039685,48,C5,34738
POL054426,36,C8,8794
POL018102,47,C5,34738
POL034584,41,C21,3264
POL034053,38,C13,5410
POL043512,47,C3,4076
POL005839,48,C2,27003
POL010675,49,C8,8794
POL050228,39,C8,8794
POL055881,41,C2,27003
POL000896,48,C14,7788
POL050156,44,C7,6112
POL000203,51,C2,27003
POL039317,40,C21,3264
POL020416,40,C3,4076
POL033639,46,C8,8794
POL022808,47,C8,8794
POL005153,36,C8,8794
POL040783,47,C2,27003
POL035039,47,C9,17804
POL033326,67,C8,8794
POL036323,41,C8,8794
POL055619,45,C4,21622
POL045579,36,C8,8794
POL000840,49,C10,73430
POL024675,35,C8,8794
POL021896,45,C10,73430
POL027732,41,C5,34738
POL019189,44,C3,4076
POL006132,41,C5,34738
POL014245,52,C11,6108
POL022924,39,C2,27003
POL014524,60,C8,8794
POL013299,39,C8,8794
POL032283,45,C9,17804
POL024988,43,C2,27003
POL030665,42,C14,7788
POL021847,54,C2,27003
POL022171,39,C3,4076
POL027598,50,C2,27003
POL044339,52,C5,34738
POL009764,48,C1,4990
POL030023,45,C3,4076
POL038707,47,C8,8794
POL031172,43,C19,27742
POL042993,40,C2,27003
POL002566,48,C8,8794
POL041080,35,C4,21622
POL017535,37,C4,21622
POL023619,40,C8,8794
POL034903,41,C16,16206
POL055911,46,C11,6108
POL041527,45,C3,4076
POL017227,55,C7,6112
POL013753,38,C2,27003
POL047414,44,C5,34738
POL053300,38,C10,73430
POL052918,47,C14,7788
POL014053,48,C9,17804
POL044210,56,C1,4990
POL014191,45,C6,13051
POL019094,52,C12,34791
POL019040,40,C8,8794
POL000917,41,C2,27003
POL056415,37,C8,8794
POL050934,50,C11,6108
POL000727,45,C14,7788
POL020213,39,C12,34791
POL030033,35,C8,8794
POL026622,35,C3,4076
POL050083,48,C5,34738
POL012543,41,C19,27742
POL014302,52,C8,8794
POL055161,37,C2,27003
POL028760,54,C16,16206
POL016288,36,C8,8794
POL033915,51,C19,27742
POL019892,36,C8,8794
POL018555,44,C9,17804
POL018282,62,C5,34738
POL039910,38,C3,4076
POL027688,50,C3,4076
POL052160,40,C3,4076
POL054123,49,C2,27003
POL008068,47,C2,27003
POL007219,44,C8,8794
POL023742,39,C7,6112
POL032556,60,C5,34738
POL027969,55,C19,27742
POL016797,54,C9,17804
POL001968,36,C3,4076
POL011625,39,C10,73430
POL017004,40,C16,16206
POL005853,49,C5,34738
POL007747,40,C13,5410
POL057040,57,C10,73430
POL033615,36,C14,7788
POL052672,40,C3,4076
POL020126,47,C5,34738
POL000976,56,C14,7788
POL019603,45,C2,27003
POL025864,44,C4,21622
POL043743,60,C8,8794
POL020555,36,C8,8794
POL043634,47,C8,8794
POL020710,37,C3,4076
POL009471,35,C14,7788
POL009198,40,C3,4076
POL047158,43,C8,8794
POL008996,45,C8,8794
POL022415,45,C7,6112
POL048866,41,C21,3264
POL033524,37,C8,8794
POL014266,40,C3,4076
POL030526,47,C7,6112
POL028732,47,C2,27003
POL033434,36,C10,73430
POL056753,48,C14,7788
POL003207,37,C8,8794
POL022714,59,C8,8794
POL030424,45,C9,17804
POL041486,54,C14,7788
POL057194,41,C2,27003
POL014907,49,C1,4990
POL017507,50,C5,34738
POL032300,37,C5,34738
POL038927,45,C3,4076
POL011920,51,C9,17804
POL052167,35,C14,7788
POL017320,44,C8,8794
POL018656,44,C7,6112
POL000414,39,C5,34738
POL007606,45,C2,27003
POL010706,60,C14,7788
POL003156,61,C12,34791
POL021600,49,C13,5410
POL054065,48,C3,4076
POL025078,45,C8,8794
POL019560,39,C8,8794
POL020429,37,C10,73430
POL038952,58,C8,8794
POL036814,47,C13,5410
POL027632,36,C8,8794
POL055010,37,C10,73430
POL024931,53,C2,27003
POL014691,57,C13,5410
POL053824,40,C8,8794
POL026838,41,C5,34738
POL043924,37,C2,27003
POL025041,40,C11,6108
POL045881,42,C8,8794
POL042010,35,C3,4076
POL057677,40,C12,34791
POL041708,41,C9,17804
POL031182,38,C8,8794
POL000101,45,C14,7788
POL023117,62,C5,34738
POL031235,39,C8,8794
POL018362,50,C2,27003
POL017803,51,C14,7788
POL051656,49,C5,34738
POL032132,38,C3,4076
POL041730,44,C8,8794
POL000426,44,C3,4076
POL001560,39,C3,4076
POL030410,47,C2,27003
POL042360,47,C13,5410
POL046242,43,C12,34791
POL038833,44,C15,290
POL054475,47,C5,34738
POL055367,43,C8,8794
POL028593,50,C7,6112
POL027652,36,C12,34791
POL048257,40,C2,27003
POL007693,36,C3,4076
POL044656,55,C5,34738
POL027318,35,C3,4076
POL027127,40,C5,34738
POL019702,45,C8,8794
POL005137,41,C5,34738
POL053191,47,C10,73430
POL038077,56,C3,4076
POL046265,54,C8,8794
POL015084,61,C5,34738
POL011444,40,C13,5410
POL033083,50,C10,73430
POL018949,43,C21,3264
POL056130,47,C1,4990
POL010865,39,C5,34738
POL041119,52,C9,17804
POL054031,49,C13,5410
POL001866,38,C8,8794
POL040262,50,C10,73430
POL039966,41,C21,3264
POL004169,36,C8,8794
POL008426,36,C10,73430
POL028659,47,C8,8794
POL031698,35,C12,34791
POL005678,44,C10,73430
POL014242,40,C6,13051
POL038764,56,C2,27003
POL053732,43,C8,8794
POL031735,53,C8,8794
POL055254,54,C10,73430
POL023786,44,C13,5410
POL038480,35,C12,34791
POL001641,43,C2,27003
POL052985,45,C5,34738
POL028735,55,C9,17804
POL047002,48,C13,5410
POL030368,62,C12,34791
POL022116,55,C5,34738
POL053576,44,C13,5410
POL051133,40,C9,17804
POL042545,49,C7,6112
POL049684,37,C5,34738
POL002386,49,C14,7788
POL025732,40,C14,7788
POL021456,40,C2,27003
POL034508,39,C5,34738
POL023983,48,C13,5410
POL047488,37,C2,27003
POL045701,42,C13,5410
POL031970,36,C8,8794
POL005369,41,C5,34738
POL018746,45,C13,5410
POL044420,47,C14,7788
POL013412,61,C8,8794
POL046639,36,C11,6108
POL035455,37,C8,8794
POL024522,61,C3,4076
POL006799,53,C10,73430
POL041097,57,C2,27003
POL048419,35,C3,4076
POL013175,47,C2,27003
POL049858,49,C7,6112
POL052234,40,C2,27003
POL007240,43,C5,34738
POL055652,44,C2,27003
POL017172,40,C3,4076
POL006595,35,C2,27003
POL047672,44,C8,8794
POL009367,44,C8,8794
POL045979,49,C5,34738
POL027664,43,C6,13051
POL025738,61,C5,34738
POL037444,44,C8,8794
POL020731,53,C3,4076
POL002227,48,C8,8794
POL010220,47,C19,27742
POL002394,43,C10,73430
POL022779,46,C14,7788
POL057417,36,C2,27003
POL021011,49,C8,8794
POL041428,52,C8,8794
POL014251,55,C10,73430
POL053241,58,C3,4076
POL004896,35,C13,5410
POL043694,36,C8,8794
POL049852,47,C6,13051
POL046670,36,C8,8794
POL000669,49,C8,8794
POL034123,56,C8,8794
POL013901,45,C10,73430
POL018889,48,C8,8794
POL010531,43,C5,34738
POL028347,39,C8,8794
POL029236,40,C2,27003
POL028576,44,C15,290
POL020462,43,C8,8794
POL042657,44,C9,17804
POL006875,36,C7,6112
POL056636,57,C14,7788
POL032633,44,C2,27003
POL037634,35,C3,4076
POL006557,41,C5,34738
POL039052,50,C2,27003
POL035101,38,C3,4076
POL013158,38,C5,34738
POL009455,47,C7,6112
POL024817,43,C10,73430
POL050313,40,C15,290
POL048743,37,C1,4990
POL035165,56,C2,27003
POL049785,68,C8,8794
POL017978,40,C13,5410
POL056084,50,C2,27003
POL006255,48,C15,290
POL044910,54,C13,5410
POL024058,54,C3,4076
POL030352,56,C14,7788
POL022162,37,C5,34738
POL042689,45,C8,8794
POL049982,44,C5,34738
POL001068,58,C10,73430
POL017361,37,C14,7788
POL048695,54,C19,27742
POL039552,40,C8,8794
POL018484,44,C8,8794
POL048172,52,C14,7788
POL001022,58,C8,8794
POL032386,41,C2,27003
POL032792,36,C3,4076
POL054970,39,C5,34738
POL034540,44,C2,27003
POL044034,56,C1,4990
POL052316,37,C8,8794
POL024504,38,C3,4076
POL044505,48,C14,7788
POL017555,42,C3,4076
POL044347,40,C8,8794
POL032564,38,C12,34791
POL027911,39,C8,8794
POL042774,49,C3,4076
POL030358,37,C5,34738
POL004143,47,C13,5410
POL049760,50,C13,5410
POL023364,50,C8,8794
POL027749,37,C9,17804
POL003751,45,C8,8794
POL055623,37,C2,27003
POL027079,40,C2,27003
POL050013,48,C2,27003
POL058459,45,C8,8794
POL026438,60,C19,27742
POL007616,54,C8,8794
POL048922,63,C8,8794
POL007559,40,C5,34738
POL010282,35,C5,34738
POL007435,36,C13,5410
POL047319,44,C8,8794
POL016866,53,C14,7788
POL058482,54,C3,4076
POL017657,37,C2,27003
POL046075,48,C12,34791
POL047744,39,C12,34791
POL014382,40,C2,27003
POL042969,44,C2,27003
POL017153,47,C8,8794
POL000696,48,C2,27003
POL019682,36,C3,4076
POL035899,36,C10,73430
POL038949,43,C16,16206
POL006334,53,C8,8794
POL052932,40,C2,27003
POL040538,50,C9,17804
POL003050,47,C3,4076
POL004658,39,C2,27003
POL006884,56,C2,27003
POL046736,52,C10,73430
POL048869,57,C5,34738
POL018365,54,C9,17804
POL032953,52,C12,34791
POL024833,40,C5,34738
POL009044,43,C8,8794
POL017085,47,C3,4076
POL025966,60,C8,8794
POL030619,36,C8,8794
POL001651,43,C12,34791
POL032148,37,C4,21622
POL037821,39,C5,34738
POL023091,51,C6,13051
POL038447,38,C8,8794
POL056572,37,C7,6112
POL014532,39,C5,34738
POL025877,42,C15,290
POL038968,37,C8,8794
POL016383,43,C5,34738
POL054560,59,C11,6108
POL007935,35,C2,27003
POL030532,49,C5,34738
POL019543,48,C8,8794
POL018690,35,C3,4076
POL047092,38,C14,7788
POL057146,54,C14,7788
POL035048,50,C2,27003
POL016198,35,C2,27003
POL026182,56,C6,13051
POL014527,52,C8,8794
POL051377,49,C8,8794
POL050282,37,C2,27003
POL043761,35,C8,8794
POL042953,40,C8,8794
POL055378,48,C2,27003
POL049497,51,C2,27003
POL023261,59,C8,8794
POL029570,45,C13,5410
POL052983,35,C7,6112
POL027933,38,C3,4076
POL023863,45,C8,8794
POL017810,53,C9,17804
POL035210,41,C13,5410
POL057296,51,C10,73430
POL049444,43,C15,290
POL058301,45,C13,5410
POL003195,43,C8,8794
POL029621,41,C2,27003
POL051293,49,C13,5410
POL054008,67,C8,8794
POL044316,47,C2,27003
POL027232,44,C8,8794
POL012465,36,C5,34738
POL049707,57,C3,4076
POL032372,36,C13,5410
POL055757,45,C14,7788
POL037367,47,C3,4076
POL038384,36,C9,17804
POL055530,41,C7,6112
POL028553,35,C6,13051
POL017906,47,C5,34738
POL042976,50,C8,8794
POL057059,41,C8,8794
POL017261,39,C8,8794
POL046421,44,C9,17804
POL015874,37,C19,27742
POL054659,36,C8,8794
POL010604,35,C10,73430
POL039113,40,C12,34791
POL036052,56,C5,34738
POL054704,47,C3,4076
POL027396,48,C2,27003
POL024910,36,C5,34738
POL008442,40,C9,17804
POL040576,47,C8,8794
POL010727,52,C8,8794
POL006113,36,C19,27742
POL027668,51,C3,4076
POL025828,56,C8,8794
POL046115,56,C4,21622
POL050292,55,C8,8794
POL018133,46,C15,290
POL037768,51,C3,4076
POL042773,37,C3,4076
POL033932,60,C5,34738
POL022047,47,C3,4076
POL055156,50,C2,27003
POL037283,43,C5,34738
POL015907,52,C19,27742
POL041593,53,C3,4076
POL025360,40,C8,8794
POL033418,42,C10,73430
POL045608,35,C15,290
POL030040,38,C7,6112
POL004485,40,C8,8794
POL007124,36,C3,4076
POL021394,40,C2,27003
POL002489,46,C10,73430
POL043975,42,C8,8794
POL058583,43,C2,27003
POL054756,36,C20,20905
POL014228,57,C9,17804
POL021893,47,C5,34738
POL027039,45,C2,27003
POL024987,36,C12,34791
POL040632,36,C2,27003
POL005144,39,C8,8794
POL008298,42,C5,34738
POL008017,37,C7,6112
POL033835,46,C2,27003
POL048979,39,C8,8794
POL054429,50,C3,4076
POL012533,44,C8,8794
POL046979,36,C8,8794
POL016850,39,C10,73430
POL047307,36,C13,5410
POL004247,49,C19,27742
POL046538,42,C5,34738
POL030660,52,C13,5410
POL057218,47,C2,27003
POL005875,46,C8,8794
POL009219,36,C3,4076
POL025537,46,C2,27003
POL025613,36,C5,34738
POL002803,40,C8,8794
POL002430,36,C12,34791
POL034818,54,C10,73430
POL032991,43,C8,8794
POL048860,49,C19,27742
POL055830,44,C8,8794
POL025160,38,C3,4076
POL046366,35,C10,73430
POL030597,39,C5,34738
POL005775,40,C2,27003
POL004927,37,C7,6112
POL020996,45,C8,8794
POL025334,37,C8,8794
POL021612,49,C2,27003
POL040461,37,C18,35036
POL050533,56,C8,8794
POL044888,39,C3,4076
POL034811,46,C8,8794
POL027768,46,C8,8794
POL041100,38,C5,34738
POL029144,43,C5,34738
POL011819,40,C5,34738
POL046251,61,C9,17804
POL023715,48,C14,7788
POL045453,48,C13,5410
POL015154,49,C9,17804
POL003067,52,C2,27003
POL000535,35,C8,8794
POL040245,40,C2,27003
POL020357,37,C5,34738
POL042970,39,C2,27003
POL030960,53,C2,27003
POL058113,45,C5,34738
POL012055,50,C5,34738
POL052343,49,C5,34738
POL032045,35,C9,17804
POL057547,41,C7,6112
POL017181,43,C8,8794
POL056852,42,C2,27003
POL043507,36,C3,4076
POL016115,47,C2,27003
POL034809,43,C10,73430
POL022416,41,C8,8794
POL009642,57,C8,8794
POL034513,50,C8,8794
POL027040,35,C8,8794
POL037726,38,C12,34791
POL056505,53,C2,27003
POL037657,52,C8,8794
POL003366,48,C5,34738
POL037983,36,C14,7788
POL012814,49,C2,27003
POL022697,37,C11,6108
POL040580,40,C5,34738
POL051700,52,C3,4076
POL005594,37,C8,8794
POL011272,39,C13,5410
POL004845,59,C14,7788
POL057354,53,C5,34738
POL016564,39,C14,7788
POL036289,37,C3,4076
POL036455,45,C8,8794
POL038112,40,C8,8794
POL033207,53,C5,34738
POL019785,41,C13,5410
POL019744,59,C3,4076
POL009724,49,C5,34738
POL008971,53,C9,17804
POL015120,52,C2,27003
POL049553,51,C5,34738
POL020293,60,C8,8794
POL042721,41,C13,5410
POL011229,41,C2,27003
POL039598,35,C12,34791
POL037050,46,C6,13051
POL031572,40,C3,4076
POL019170,40,C8,8794
POL029430,49,C2,27003
POL051653,37,C3,4076
POL019635,37,C3,4076
POL001652,41,C8,8794
POL008818,41,C8,8794
POL018664,37,C5,34738
POL033224,48,C3,4076
POL053351,47,C5,34738
POL018704,52,C8,8794
POL036789,62,C8,8794
POL012858,50,C8,8794
POL012371,43,C11,6108
POL018478,40,C5,34738
POL027736,45,C6,13051
POL035780,35,C8,8794
POL004098,44,C6,13051
POL014239,43,C5,34738
POL027319,41,C8,8794
POL010856,35,C14,7788
POL003585,44,C2,27003
POL042059,40,C1,4990
POL043443,56,C8,8794
POL047678,44,C8,8794
POL006393,36,C5,34738
POL019464,47,C1,4990
POL016765,45,C8,8794
POL049555,40,C7,6112
POL043524,40,C1,4990
POL005586,44,C8,8794
POL021577,52,C1,4990
POL014681,37,C6,13051
POL041537,41,C2,27003
POL057800,56,C7,6112
POL017093,42,C8,8794
POL057826,42,C8,8794
POL011957,40,C5,34738
POL030887,55,C2,27003
POL049083,44,C9,17804
POL052915,36,C15,290
POL033955,47,C8,8794
POL004052,39,C4,21622
POL035220,43,C19,27742
POL030733,45,C11,6108
POL020852,42,C18,35036
POL029311,53,C8,8794
POL026326,44,C10,73430
POL052277,50,C3,4076
POL019005,40,C8,8794
POL003422,57,C14,7788
POL023838,47,C5,34738
POL006835,61,C8,8794
POL013464,39,C5,34738
POL058515,51,C21,3264
POL022122,36,C3,4076
POL051463,45,C2,27003
POL040634,35,C5,34738
POL056060,54,C9,17804
POL018879,53,C2,27003
POL017745,35,C7,6112
POL007307,36,C8,8794
POL011218,61,C8,8794
POL003206,36,C2,27003
POL023239,44,C9,17804
POL004463,41,C2,27003
POL027932,40,C7,6112
POL047666,41,C14,7788
POL003088,42,C9,17804
POL013911,45,C1,4990
POL004498,45,C12,34791
POL041108,46,C3,4076
POL015473,43,C4,21622
POL049325,50,C12,34791
POL013060,50,C14,7788
POL023558,53,C19,27742
POL008772,40,C10,73430
POL010773,47,C3,4076
POL029710,45,C7,6112
POL041930,57,C8,8794
POL014067,44,C14,7788
POL058167,37,C3,4076
POL012554,41,C8,8794
POL029639,48,C3,4076
POL010240,48,C13,5410
POL019850,64,C8,8794
POL057382,47,C8,8794
POL052746,43,C13,5410
POL039106,39,C8,8794
POL020251,54,C12,34791
POL024138,35,C2,27003
POL009888,43,C9,17804
POL003584,53,C12,34791
POL010410,47,C8,8794
POL018946,37,C8,8794
POL009585,43,C5,34738
POL026510,37,C2,27003
POL053287,36,C12,34791
POL018945,43,C8,8794
POL000412,36,C5,34738
POL055559,37,C8,8794
POL002860,47,C12,34791
